what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073887640
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1457073887703
opened,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1457073889093
activated,editor,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.editor,1457073889156
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1457073896546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073900218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073901000
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.run,1457073901109
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1457073901500
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1457073902265
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1457073902312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073903062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073903828
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1457073903843
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1457073909843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073912078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073913796
started,bundle,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser,1457073913890
opened,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1457073914390
activated,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1457073914500
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1457073916828
closed,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1457073916828
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1457073922000
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1457073922015
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1457073922093
