what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073735671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073736390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073743921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073744203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073747312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073747500
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1457073749390
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.202.v200901292145,org.eclipse.wst.common.frameworks.ui,1457073749468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073758968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073764281
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.newWizard,1457073764375
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073765843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073773703
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.newWizard,1457073773734
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20090114-1205,org.eclipse.jdt.apt.core,1457073773796
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.101.R34x_v20081108-1950,org.eclipse.jdt.apt.pluggable.core,1457073773796
opened,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1457073773859
activated,editor,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.core.htmlsource.source,1457073773921
started,bundle,org.eclipse.jst.jee.ejb,1.0.102.v200810230722,org.eclipse.jst.jee.ejb,1457073783203
started,bundle,org.eclipse.jst.jee.web,1.0.101.v200810230738,org.eclipse.jst.jee.web,1457073783203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073783343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073784843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1457073785234
started,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1457073786125
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.101.v20080620,org.eclipse.jst.server.tomcat.ui,1457073804343
